query_accession	evalue
GRMZM2G045401	PF12796
GRMZM2G022892	PF12796
GRMZM2G155314	PF12796
GRMZM2G446313	PF12796
GRMZM2G022032	PF12796
GRMZM2G020982	PF12796
GRMZM2G056934	PF12796
GRMZM2G169990	PF12796
GRMZM2G338333	PF12796
GRMZM2G087806	PF12796
GRMZM2G536120	PF12796
GRMZM6G399977	PF12796
GRMZM2G123977	PF12796
GRMZM5G808610	PF12796
GRMZM2G142345	PF12796
GRMZM2G424582	PF12796
GRMZM2G315072	PF12796
GRMZM2G113002	PF12796
GRMZM2G103270	PF12796
GRMZM2G181522	PF12796
GRMZM2G136996	PF12796
GRMZM2G016558	PF12796
GRMZM2G141922	PF12796
AC217293.3_FGP005	PF12796
GRMZM2G308203	PF12796
GRMZM2G092481	PF12796
GRMZM2G006973	PF12796
GRMZM2G109914	PF12796
GRMZM2G069162	PF12796
GRMZM2G419563	PF12796
GRMZM2G062841	PF12796
AC148152.3_FGP001	PF12796
GRMZM6G289317	PF12796
GRMZM2G311233	PF12796
GRMZM2G024437	PF12796
GRMZM2G474531	PF12796
GRMZM2G016668	PF12796
GRMZM2G090559	PF12796
AC215244.3_FGP002	PF12796
GRMZM2G341155	PF12796
GRMZM5G800734	PF12796
GRMZM2G173636	PF12796
GRMZM2G135362	PF12796
GRMZM2G022915	PF12796
GRMZM2G000491	PF12796
GRMZM2G171279	PF12796
GRMZM2G156255	PF12796
GRMZM2G020620	PF12796
GRMZM2G310569	PF12796
GRMZM2G468593	PF12796
GRMZM2G428859	PF12796
GRMZM2G117329	PF12796
GRMZM2G028258	PF12796
GRMZM2G115047	PF12796
GRMZM2G131812	PF12796
GRMZM2G020859	PF12796
AC234152.1_FGP002	PF12796
GRMZM2G031298	PF12796
GRMZM2G114255	PF12796
GRMZM2G053934	PF12796
GRMZM2G049495	PF12796
GRMZM2G081434	PF12796
GRMZM2G059225	PF12796
GRMZM2G045366	PF12796
GRMZM2G032336	PF12796
GRMZM2G352513	PF12796
GRMZM2G431243	PF12796
GRMZM2G039867	PF12796
GRMZM2G133396	PF12796
GRMZM2G060723	PF12796
GRMZM5G872204	PF12796
GRMZM2G017368	PF12796
GRMZM2G007466	PF12796
GRMZM2G153594	PF12796
GRMZM2G076450	PF12796
GRMZM5G882078	PF12796
GRMZM2G447551	PF12796
GRMZM2G007441	PF12796
GRMZM2G180979	PF12796
GRMZM2G022606	PF12796
GRMZM5G842019	PF12796
GRMZM2G493155	PF12796
GRMZM2G038820	PF12796
GRMZM2G026556	PF12796
GRMZM2G341747	PF12796
GRMZM2G099622	PF12796
GRMZM2G077197	PF12796
GRMZM2G072767	PF12796
GRMZM5G893355	PF12796
GRMZM2G159034	PF12796
GRMZM2G443668	PF12796
GRMZM2G113596	PF12796
GRMZM2G017624	PF12796
GRMZM5G854980	PF12796
GRMZM2G470863	PF12796
GRMZM2G049296	PF12796
GRMZM2G105800	PF12796
GRMZM5G807054	PF12796
GRMZM2G433003	PF12796
GRMZM2G115162	PF12796
GRMZM2G171600	PF12796
GRMZM2G077404	PF12796
GRMZM2G143205	PF12796
GRMZM2G112172	PF12796
GRMZM2G019688	PF12796
GRMZM2G000281	PF12796
AC198752.4_FGP002	PF12796
GRMZM2G027298	PF12796
GRMZM2G164669	PF12796
GRMZM2G339929	PF12796
AC197498.3_FGP002	PF12796
GRMZM2G468132	PF12796
GRMZM2G138421	PF12796
GRMZM2G156756	PF12796
GRMZM2G034005	PF12796
GRMZM2G081127	PF12796
GRMZM2G140394	PF12796
GRMZM2G058289	PF12796
GRMZM2G099366	PF12796
GRMZM2G413220	PF12796
GRMZM2G050885	PF12796
GRMZM2G433295	PF12796
GRMZM2G356579	PF12796
GRMZM2G150791	PF12796
GRMZM2G482732	PF12796
GRMZM2G131084	PF12796
GRMZM2G098557	PF12796
GRMZM2G052728	PF12796
GRMZM2G106881	PF12796
GRMZM2G017719	PF12796
GRMZM5G866981	PF12796
GRMZM2G169270	PF12796
GRMZM2G429781	PF12796
GRMZM2G339836	PF12796
GRMZM2G133646	PF12796
GRMZM2G063392	PF12796
GRMZM2G152661	PF12796
AC197095.3_FGP004	PF12796
GRMZM2G025302	PF12796
GRMZM2G148721	PF13606
GRMZM2G176605	PF13606
GRMZM2G098212	PF13606
GRMZM2G081053	PF13606
GRMZM5G808610	PF13606
GRMZM2G155314	PF13606
GRMZM2G100380	PF13606
GRMZM2G045401	PF13606
GRMZM2G042107	PF13606
GRMZM2G088778	PF13606
GRMZM2G022892	PF13606
GRMZM6G399977	PF13606
GRMZM2G446313	PF13606
GRMZM2G022032	PF13606
GRMZM2G536120	PF13606
GRMZM2G020982	PF13606
GRMZM2G123977	PF13606
GRMZM2G338333	PF13606
GRMZM2G016558	PF13606
AC217293.3_FGP005	PF13606
GRMZM2G142345	PF13606
GRMZM2G056934	PF13606
GRMZM2G169990	PF13606
GRMZM2G006973	PF13606
AC148152.3_FGP001	PF13606
GRMZM2G141922	PF13606
GRMZM6G289317	PF13606
GRMZM2G069162	PF13606
GRMZM2G315072	PF13606
GRMZM2G087806	PF13606
GRMZM2G113002	PF13606
GRMZM2G103270	PF13606
GRMZM2G090559	PF13606
GRMZM2G056608	PF13606
GRMZM2G016668	PF13606
GRMZM2G109914	PF13606
GRMZM2G115047	PF13606
GRMZM2G024437	PF13606
GRMZM2G419563	PF13606
GRMZM2G136996	PF13606
GRMZM2G181522	PF13606
GRMZM2G019838	PF13606
GRMZM2G031298	PF13606
GRMZM2G474531	PF13606
GRMZM2G311233	PF13606
GRMZM2G020620	PF13606
GRMZM2G308203	PF13606
GRMZM2G341155	PF13606
GRMZM2G156255	PF13606
GRMZM2G028258	PF13606
GRMZM2G062841	PF13606
GRMZM2G092481	PF13606
GRMZM2G022915	PF13606
GRMZM2G171279	PF13606
GRMZM2G424582	PF13606
GRMZM2G135362	PF13606
GRMZM2G053934	PF13606
GRMZM2G310569	PF13606
GRMZM2G117329	PF13606
GRMZM2G059225	PF13606
GRMZM2G173636	PF13606
GRMZM2G114255	PF13606
GRMZM2G428859	PF13606
GRMZM2G049495	PF13606
GRMZM5G872204	PF13606
GRMZM2G000491	PF13606
GRMZM2G039867	PF13606
GRMZM2G038820	PF13606
AC215244.3_FGP002	PF13606
GRMZM2G060723	PF13606
GRMZM2G081434	PF13606
GRMZM5G800734	PF13606
GRMZM2G131812	PF13606
AC234152.1_FGP002	PF13606
GRMZM2G076450	PF13606
GRMZM2G468593	PF13606
GRMZM5G842019	PF13606
GRMZM2G099622	PF13606
GRMZM2G133396	PF13606
GRMZM2G020859	PF13606
GRMZM2G007441	PF13606
GRMZM2G022606	PF13606
GRMZM2G493155	PF13606
GRMZM2G045366	PF13606
GRMZM2G026556	PF13606
GRMZM2G180979	PF13606
GRMZM5G893355	PF13606
GRMZM2G072767	PF13606
GRMZM2G007466	PF13606
GRMZM2G077197	PF13606
GRMZM5G882078	PF13606
GRMZM2G159034	PF13606
GRMZM2G352513	PF13606
GRMZM2G443668	PF13606
AC197498.3_FGP002	PF13606
GRMZM2G115162	PF13606
GRMZM2G027298	PF13606
GRMZM2G339929	PF13606
GRMZM2G017624	PF13606
GRMZM2G433003	PF13606
GRMZM2G171600	PF13606
GRMZM2G049296	PF13606
GRMZM2G017719	PF13606
GRMZM2G032336	PF13606
GRMZM2G470863	PF13606
GRMZM2G019688	PF13606
GRMZM2G143205	PF13606
GRMZM2G138421	PF13606
GRMZM2G164669	PF13606
GRMZM2G112172	PF13606
GRMZM2G431243	PF13606
GRMZM2G156756	PF13606
GRMZM2G153594	PF13606
GRMZM2G131084	PF13606
GRMZM2G341747	PF13606
GRMZM2G105800	PF13606
GRMZM2G081127	PF13606
GRMZM2G447551	PF13606
GRMZM2G113596	PF13606
GRMZM2G140394	PF13606
GRMZM2G077404	PF13606
GRMZM2G017368	PF13606
GRMZM5G854980	PF13606
GRMZM2G000281	PF13606
AC193753.3_FGP005	PF13606
GRMZM2G482732	PF13606
GRMZM2G413220	PF13606
GRMZM2G433295	PF13606
AC198752.4_FGP002	PF13606
GRMZM5G807054	PF13606
GRMZM2G050885	PF13606
GRMZM2G429781	PF13606
GRMZM2G052728	PF13606
GRMZM2G133646	PF13606
GRMZM2G098557	PF13606
GRMZM2G058289	PF13606
GRMZM2G169270	PF13606
GRMZM2G163043	PF13606
GRMZM2G034005	PF13606
GRMZM2G339836	PF13606
GRMZM2G152661	PF13606
GRMZM2G468132	PF13606
GRMZM2G098212	PF13637
GRMZM2G148721	PF13637
GRMZM2G088778	PF13637
GRMZM2G446313	PF13637
GRMZM2G176605	PF13637
GRMZM5G808610	PF13637
GRMZM2G042107	PF13637
GRMZM2G045401	PF13637
GRMZM2G022892	PF13637
GRMZM6G399977	PF13637
GRMZM2G022032	PF13637
GRMZM2G100380	PF13637
GRMZM2G424582	PF13637
GRMZM2G056934	PF13637
GRMZM2G169990	PF13637
GRMZM2G155314	PF13637
GRMZM2G142345	PF13637
GRMZM2G016558	PF13637
GRMZM2G081053	PF13637
GRMZM2G006973	PF13637
GRMZM2G062841	PF13637
GRMZM2G123977	PF13637
GRMZM2G141922	PF13637
GRMZM2G103270	PF13637
GRMZM2G020982	PF13637
GRMZM2G419563	PF13637
GRMZM2G031298	PF13637
GRMZM2G338333	PF13637
GRMZM2G056608	PF13637
GRMZM2G474531	PF13637
GRMZM2G315072	PF13637
GRMZM2G115047	PF13637
GRMZM2G536120	PF13637
GRMZM2G090559	PF13637
GRMZM2G022915	PF13637
GRMZM2G087806	PF13637
AC217293.3_FGP005	PF13637
GRMZM2G020620	PF13637
AC148152.3_FGP001	PF13637
GRMZM2G019838	PF13637
GRMZM2G181522	PF13637
GRMZM2G028258	PF13637
GRMZM2G069162	PF13637
GRMZM2G171279	PF13637
GRMZM2G136996	PF13637
GRMZM2G311233	PF13637
GRMZM2G308203	PF13637
GRMZM2G024437	PF13637
GRMZM2G113002	PF13637
GRMZM2G109914	PF13637
GRMZM2G092481	PF13637
GRMZM6G289317	PF13637
GRMZM2G156255	PF13637
GRMZM2G114255	PF13637
GRMZM2G135362	PF13637
GRMZM2G310569	PF13637
GRMZM2G081434	PF13637
GRMZM2G016668	PF13637
GRMZM2G428859	PF13637
AC215244.3_FGP002	PF13637
GRMZM2G173636	PF13637
GRMZM2G049495	PF13637
GRMZM2G341155	PF13637
GRMZM5G800734	PF13637
GRMZM2G117329	PF13637
GRMZM2G053934	PF13637
AC234152.1_FGP002	PF13637
GRMZM2G059225	PF13637
GRMZM2G020859	PF13637
GRMZM2G000491	PF13637
GRMZM2G131812	PF13637
GRMZM5G872204	PF13637
GRMZM2G352513	PF13637
GRMZM2G133396	PF13637
GRMZM5G893355	PF13637
GRMZM2G007441	PF13637
GRMZM2G443668	PF13637
GRMZM2G171600	PF13637
GRMZM2G039867	PF13637
AC197498.3_FGP002	PF13637
GRMZM2G049296	PF13637
GRMZM2G038820	PF13637
GRMZM2G072767	PF13637
GRMZM2G339929	PF13637
GRMZM2G159034	PF13637
GRMZM2G060723	PF13637
GRMZM2G099622	PF13637
GRMZM5G842019	PF13637
GRMZM2G180979	PF13637
GRMZM2G493155	PF13637
GRMZM2G076450	PF13637
GRMZM2G077197	PF13637
GRMZM2G429781	PF13637
GRMZM2G026556	PF13637
GRMZM2G115162	PF13637
GRMZM2G164669	PF13637
GRMZM2G022606	PF13637
GRMZM2G077404	PF13637
GRMZM2G143205	PF13637
GRMZM2G007466	PF13637
GRMZM2G045366	PF13637
GRMZM5G882078	PF13637
GRMZM2G433003	PF13637
GRMZM2G468593	PF13637
GRMZM2G105800	PF13637
GRMZM2G153594	PF13637
GRMZM2G081127	PF13637
GRMZM2G339836	PF13637
GRMZM2G032336	PF13637
GRMZM2G027298	PF13637
GRMZM2G470863	PF13637
GRMZM2G341747	PF13637
GRMZM2G138421	PF13637
GRMZM2G112172	PF13637
GRMZM2G017368	PF13637
GRMZM2G017624	PF13637
GRMZM2G156756	PF13637
GRMZM2G019688	PF13637
GRMZM2G447551	PF13637
GRMZM2G140394	PF13637
GRMZM2G431243	PF13637
GRMZM2G063392	PF13637
GRMZM2G433295	PF13637
GRMZM2G113596	PF13637
AC208348.3_FGP012	PF13637
AC198752.4_FGP002	PF13637
GRMZM2G152661	PF13637
GRMZM5G807054	PF13637
GRMZM2G050885	PF13637
GRMZM5G854980	PF13637
GRMZM2G034005	PF13637
GRMZM2G482732	PF13637
GRMZM2G058289	PF13637
GRMZM2G413220	PF13637
GRMZM2G356579	PF13637
GRMZM2G037335	PF13637
GRMZM2G025302	PF13637
GRMZM2G131084	PF13637
GRMZM2G411916	PF13637
GRMZM2G045401	PF13857
GRMZM2G022892	PF13857
GRMZM5G808610	PF13857
GRMZM2G081053	PF13857
GRMZM2G042107	PF13857
GRMZM2G020982	PF13857
GRMZM2G022032	PF13857
GRMZM2G338333	PF13857
GRMZM2G100380	PF13857
GRMZM6G399977	PF13857
GRMZM2G056934	PF13857
GRMZM2G169990	PF13857
GRMZM2G148721	PF13857
GRMZM2G098212	PF13857
GRMZM2G446313	PF13857
GRMZM2G123977	PF13857
GRMZM2G142345	PF13857
GRMZM2G315072	PF13857
GRMZM2G176605	PF13857
GRMZM2G088778	PF13857
GRMZM2G155314	PF13857
GRMZM2G020620	PF13857
GRMZM2G141922	PF13857
GRMZM2G069162	PF13857
GRMZM2G136996	PF13857
GRMZM2G424582	PF13857
GRMZM2G087806	PF13857
GRMZM2G536120	PF13857
GRMZM2G016668	PF13857
GRMZM2G308203	PF13857
GRMZM2G109914	PF13857
GRMZM2G103270	PF13857
GRMZM2G113002	PF13857
GRMZM2G173636	PF13857
GRMZM2G135362	PF13857
AC217293.3_FGP005	PF13857
GRMZM2G062841	PF13857
GRMZM2G056608	PF13857
GRMZM2G019838	PF13857
GRMZM2G049495	PF13857
GRMZM2G311233	PF13857
GRMZM2G024437	PF13857
GRMZM2G181522	PF13857
GRMZM2G006973	PF13857
GRMZM2G031298	PF13857
GRMZM2G022915	PF13857
GRMZM2G090559	PF13857
GRMZM2G016558	PF13857
GRMZM2G156255	PF13857
AC148152.3_FGP001	PF13857
GRMZM2G474531	PF13857
GRMZM2G171279	PF13857
GRMZM2G092481	PF13857
GRMZM2G310569	PF13857
GRMZM2G114255	PF13857
GRMZM2G341155	PF13857
GRMZM2G053934	PF13857
GRMZM6G289317	PF13857
GRMZM2G115047	PF13857
GRMZM2G419563	PF13857
GRMZM2G081434	PF13857
AC215244.3_FGP002	PF13857
GRMZM2G428859	PF13857
GRMZM2G028258	PF13857
GRMZM5G800734	PF13857
GRMZM2G038820	PF13857
GRMZM2G007441	PF13857
AC234152.1_FGP002	PF13857
GRMZM2G000491	PF13857
GRMZM2G131812	PF13857
GRMZM2G045366	PF13857
GRMZM2G039867	PF13857
GRMZM2G020859	PF13857
GRMZM2G059225	PF13857
GRMZM2G060723	PF13857
GRMZM2G352513	PF13857
GRMZM5G893355	PF13857
GRMZM2G133396	PF13857
GRMZM2G072767	PF13857
GRMZM2G117329	PF13857
GRMZM2G159034	PF13857
GRMZM2G049296	PF13857
GRMZM2G443668	PF13857
GRMZM5G872204	PF13857
GRMZM2G468593	PF13857
GRMZM5G842019	PF13857
GRMZM2G493155	PF13857
AC197498.3_FGP002	PF13857
GRMZM2G164669	PF13857
GRMZM5G882078	PF13857
GRMZM2G105800	PF13857
GRMZM2G007466	PF13857
GRMZM2G099622	PF13857
GRMZM2G077404	PF13857
GRMZM2G115162	PF13857
GRMZM2G339929	PF13857
GRMZM2G026556	PF13857
GRMZM2G140394	PF13857
GRMZM2G022606	PF13857
GRMZM2G106881	PF13857
GRMZM2G180979	PF13857
GRMZM2G050885	PF13857
GRMZM2G076450	PF13857
GRMZM2G470863	PF13857
GRMZM2G000281	PF13857
GRMZM2G077197	PF13857
GRMZM2G027298	PF13857
GRMZM2G017624	PF13857
GRMZM2G058289	PF13857
GRMZM2G034005	PF13857
GRMZM2G429781	PF13857
GRMZM2G433003	PF13857
GRMZM2G156756	PF13857
GRMZM2G138421	PF13857
GRMZM2G171600	PF13857
GRMZM2G131084	PF13857
GRMZM2G468132	PF13857
GRMZM2G482732	PF13857
GRMZM2G153594	PF13857
AC193753.3_FGP005	PF13857
GRMZM2G150791	PF13857
GRMZM5G854980	PF13857
GRMZM2G143205	PF13857
GRMZM2G099366	PF13857
GRMZM2G113596	PF13857
AF546187.1_FGP011	PF13857
GRMZM5G807054	PF13857
GRMZM2G081127	PF13857
GRMZM2G017719	PF13857
GRMZM2G098557	PF13857
GRMZM2G032336	PF13857
GRMZM2G480381	PF13857
GRMZM2G341747	PF13857
GRMZM2G447551	PF13857
GRMZM2G404043	PF13857
GRMZM6G828652	PF03702
GRMZM2G394557	PF03702
GRMZM2G009136	PF00191
GRMZM2G067752	PF00191
GRMZM2G172834	PF00191
GRMZM2G064993	PF00191
GRMZM2G061950	PF00191
GRMZM2G034229	PF00191
GRMZM2G132442	PF00191
GRMZM2G031040	PF00191
GRMZM2G048763	PF00191
AC204530.4_FGP003	PF00191
GRMZM2G132461	PF00191
GRMZM2G134502	PF00191
GRMZM2G079836	PF00191
GRMZM2G168681	PF00191
GRMZM2G163342	PF00191
GRMZM2G012834	PF00191
GRMZM2G091494	PF04547
GRMZM2G089553	PF04547
GRMZM2G456000	PF04547
GRMZM2G181206	PF04547
GRMZM2G043926	PF04547
GRMZM2G178758	PF04547
GRMZM2G089553	PF16178
GRMZM2G091494	PF16178
GRMZM2G411288	PF10731
GRMZM2G459003	PF10731
GRMZM2G359542	PF10731
GRMZM2G074792	PF03452
GRMZM2G017414	PF03452
GRMZM2G173759	PF03452
GRMZM2G454081	PF03452
GRMZM2G028286	PF03452
AC183932.3_FGP007	PF03452
AC209674.3_FGP002	PF03452
AC185322.3_FGP011	PF03374
GRMZM2G365292	PF08346
GRMZM2G108355	PF03861
GRMZM2G062394	PF03861
GRMZM2G102015	PF03861
GRMZM2G420926	PF03861
GRMZM6G381253	PF03861
GRMZM2G382077	PF03861
GRMZM2G114513	PF07651
GRMZM2G170760	PF07651
GRMZM2G138516	PF07651
GRMZM2G055450	PF07651
AC234171.1_FGP003	PF07651
GRMZM2G473162	PF07651
AC207265.3_FGP002	PF07651
GRMZM2G160906	PF07651
GRMZM2G103490	PF07651
GRMZM2G104363	PF07651
GRMZM2G178955	PF07651
GRMZM2G020957	PF07651
GRMZM2G342281	PF07651
GRMZM2G095643	PF07651
GRMZM2G021909	PF07651
GRMZM2G084885	PF07651
GRMZM5G889915	PF07651
GRMZM2G050556	PF07651
GRMZM2G335419	PF07651
GRMZM2G122187	PF07651
GRMZM2G026715	PF07651
GRMZM2G374989	PF07651
GRMZM2G331195	PF07651
AC199198.3_FGP005	PF07651
AC204940.3_FGP008	PF07651
GRMZM2G302559	PF07651
GRMZM2G001195	PF07651
GRMZM2G469839	PF07651
GRMZM2G025342	PF07651
AC190996.4_FGP001	PF07651
GRMZM2G036120	PF07651
GRMZM2G178398	PF07651
GRMZM2G390475	PF07651
GRMZM2G115730	PF07651
GRMZM2G463415	PF07651
GRMZM2G564392	PF07651
GRMZM5G873198	PF07651
GRMZM2G107205	PF07651
GRMZM2G091031	PF07651
GRMZM2G005680	PF07651
GRMZM2G088348	PF07651
GRMZM2G181192	PF07651
GRMZM2G161337	PF04715
GRMZM2G003109	PF04715
GRMZM2G138382	PF04715
GRMZM2G416386	PF04715
GRMZM2G038964	PF04715
GRMZM2G166348	PF04715
GRMZM6G247892	PF04715
GRMZM2G401089	PF10796
GRMZM2G056988	PF15777
GRMZM2G364069	PF15777
GRMZM2G004276	PF15777
GRMZM2G134980	PF15777
GRMZM2G414140	PF15777
GRMZM2G400352	PF15777
GRMZM2G063238	PF15777
GRMZM2G028218	PF15777
GRMZM2G433854	PF15777
GRMZM2G354746	PF15777
GRMZM2G134917	PF15777
GRMZM2G118731	PF15777
GRMZM2G029079	PF15777
GRMZM2G536644	PF15777
GRMZM2G113340	PF15777
GRMZM2G434839	PF15777
GRMZM2G042133	PF15777
GRMZM2G118316	PF15777
GRMZM2G157855	PF15777
GRMZM2G022175	PF15777
GRMZM2G337845	PF15777
GRMZM2G013934	PF15777
GRMZM2G053210	PF15777
GRMZM2G091811	PF15777
GRMZM5G874201	PF15777
GRMZM2G087137	PF15777
GRMZM2G473367	PF15777
GRMZM2G153068	PF15777
GRMZM5G856084	PF15777
GRMZM2G089106	PF15777
GRMZM2G054076	PF15777
GRMZM2G040561	PF15777
GRMZM5G851710	PF15777
GRMZM5G892742	PF15777
GRMZM2G055178	PF15777
GRMZM2G021687	PF15777
GRMZM2G031721	PF15777
GRMZM2G103270	PF02522
GRMZM2G181536	PF02522
GRMZM5G871297	PF08264
GRMZM2G106974	PF08264
GRMZM2G117870	PF08264
GRMZM2G158627	PF08264
GRMZM2G478664	PF08264
GRMZM2G348666	PF08264
GRMZM2G566786	PF08264
GRMZM5G887303	PF08264
GRMZM2G071333	PF08264
GRMZM2G029055	PF08264
GRMZM2G099628	PF08264
GRMZM2G143450	PF08264
GRMZM2G166713	PF08264
GRMZM5G859444	PF08264
GRMZM2G010323	PF11402
GRMZM2G021834	PF11402
GRMZM2G395534	PF11641
AC234199.1_FGP001	PF11641
AC205404.3_FGP002	PF08105
GRMZM2G702068	PF08107
GRMZM5G827443	PF08107
GRMZM2G174565	PF08130
GRMZM2G060513	PF08130
GRMZM2G703981	PF08130
GRMZM2G005448	PF08225
GRMZM2G325118	PF14861
GRMZM2G385787	PF14861
GRMZM2G105401	PF16047
GRMZM2G024131	PF08026
GRMZM2G304712	PF08026
GRMZM5G841002	PF08102
GRMZM5G885923	PF08104
AC186146.3_FGP002	PF02822
GRMZM2G030194	PF02822
GRMZM2G043174	PF02822
GRMZM2G312997	PF03098
GRMZM2G100724	PF03098
AC205471.4_FGP004	PF03098
GRMZM5G819489	PF03098
GRMZM2G084606	PF18678
GRMZM2G115579	PF18678
GRMZM2G125669	PF01786
AC233960.1_FGP002	PF01786
GRMZM2G074743	PF01786
GRMZM2G074761	PF01786
GRMZM2G102349	PF01786
GRMZM2G010555	PF01786
GRMZM2G316815	PF01786
GRMZM2G385818	PF15001
GRMZM2G317652	PF15745
GRMZM2G169688	PF15745
GRMZM2G703514	PF00847
GRMZM2G461905	PF00847
GRMZM2G124524	PF00847
GRMZM2G174834	PF00847
GRMZM2G113078	PF00847
GRMZM2G139082	PF00847
GRMZM2G028151	PF00847
GRMZM2G086573	PF00847
AC215909.3_FGP001	PF00847
GRMZM2G366434	PF00847
GRMZM2G073982	PF00847
GRMZM2G317160	PF00847
GRMZM2G451031	PF00847
GRMZM2G022359	PF00847
GRMZM2G174784	PF00847
GRMZM2G160730	PF00847
GRMZM2G176175	PF00847
GRMZM2G130459	PF00847
GRMZM5G862109	PF00847
GRMZM2G415251	PF00847
GRMZM2G131266	PF00847
GRMZM2G700665	PF00847
GRMZM2G021573	PF00847
GRMZM2G141638	PF00847
GRMZM2G141219	PF00847
GRMZM2G060206	PF00847
GRMZM2G416701	PF00847
GRMZM2G141679	PF00847
GRMZM2G369472	PF00847
AC198979.4_FGP009	PF00847
GRMZM2G475678	PF00847
GRMZM2G003466	PF00847
GRMZM2G061487	PF00847
GRMZM2G057386	PF00847
GRMZM2G080516	PF00847
GRMZM2G138396	PF00847
GRMZM2G060517	PF00847
GRMZM2G055180	PF00847
GRMZM2G021790	PF00847
GRMZM2G020150	PF00847
GRMZM2G089995	PF00847
GRMZM2G018138	PF00847
GRMZM2G457562	PF00847
GRMZM2G175525	PF00847
GRMZM2G020054	PF00847
GRMZM2G024871	PF00847
GRMZM2G039870	PF00847
GRMZM2G310368	PF00847
GRMZM2G132185	PF00847
GRMZM2G009598	PF00847
GRMZM2G113060	PF00847
GRMZM2G309731	PF00847
GRMZM2G039112	PF00847
GRMZM2G174347	PF00847
GRMZM2G010100	PF00847
GRMZM2G171569	PF00847
GRMZM2G029323	PF00847
GRMZM2G419901	PF00847
GRMZM2G076896	PF00847
GRMZM2G399098	PF00847
GRMZM2G068967	PF00847
GRMZM2G019443	PF00847
GRMZM2G149756	PF00847
GRMZM2G131281	PF00847
GRMZM2G069146	PF00847
GRMZM2G055204	PF00847
GRMZM2G425798	PF00847
GRMZM2G376255	PF00847
GRMZM2G087059	PF00847
GRMZM2G175856	PF00847
GRMZM2G137341	PF00847
GRMZM2G006745	PF00847
GRMZM2G380377	PF00847
GRMZM2G156737	PF00847
GRMZM2G146688	PF00847
GRMZM5G805505	PF00847
GRMZM2G438202	PF00847
GRMZM2G317596	PF00847
GRMZM2G381441	PF00847
GRMZM2G028386	PF00847
GRMZM5G852704	PF00847
GRMZM2G100727	PF00847
GRMZM2G146028	PF00847
GRMZM2G173771	PF00847
GRMZM2G100982	PF00847
GRMZM2G466044	PF00847
GRMZM2G079653	PF00847
GRMZM5G846057	PF00847
GRMZM2G328197	PF00847
GRMZM2G124011	PF00847
GRMZM2G103085	PF00847
GRMZM5G806839	PF00847
GRMZM2G048621	PF00847
GRMZM2G047918	PF00847
GRMZM2G053503	PF00847
GRMZM2G041839	PF00847
GRMZM2G169382	PF00847
GRMZM2G379652	PF00847
GRMZM2G093595	PF00847
GRMZM2G544539	PF00847
GRMZM2G016434	PF00847
GRMZM2G123119	PF00847
GRMZM2G172936	PF00847
GRMZM2G073047	PF00847
GRMZM2G073258	PF00847
GRMZM5G837876	PF00847
GRMZM2G066158	PF00847
GRMZM2G106591	PF00847
GRMZM2G139765	PF00847
GRMZM2G132223	PF00847
GRMZM2G151542	PF00847
GRMZM5G816314	PF00847
GRMZM2G013657	PF00847
GRMZM2G005301	PF00847
GRMZM2G072926	PF00847
GRMZM2G042756	PF00847
GRMZM2G025062	PF00847
AC187157.4_FGP001	PF00847
GRMZM2G069126	PF00847
GRMZM2G478965	PF00847
GRMZM2G142179	PF00847
GRMZM2G160971	PF00847
AC233933.1_FGP001	PF00847
GRMZM2G300924	PF00847
GRMZM2G139740	PF00847
GRMZM2G052667	PF00847
GRMZM2G474326	PF00847
GRMZM2G011236	PF00847
GRMZM5G889719	PF00847
GRMZM2G026926	PF00847
GRMZM2G175543	PF00847
GRMZM2G384386	PF00847
GRMZM2G110333	PF00847
GRMZM2G125460	PF00847
GRMZM2G018398	PF00847
GRMZM2G065678	PF00847
GRMZM2G002119	PF00847
AC198403.3_FGP001	PF00847
GRMZM2G052720	PF00847
GRMZM2G085678	PF00847
GRMZM2G105266	PF00847
GRMZM2G087040	PF00847
GRMZM2G301860	PF00847
AC206951.3_FGP017	PF00847
GRMZM2G040664	PF00847
GRMZM2G028969	PF00847
GRMZM2G020016	PF00847
GRMZM2G015281	PF00847
GRMZM2G044077	PF00847
GRMZM2G007406	PF00847
GRMZM2G171179	PF00847
GRMZM2G135452	PF00847
GRMZM2G458437	PF00847
GRMZM2G156006	PF00847
GRMZM2G429378	PF00847
GRMZM2G307119	PF00847
GRMZM2G148333	PF00847
GRMZM5G842961	PF00847
GRMZM2G111415	PF00847
GRMZM2G050851	PF00847
GRMZM2G461907	PF00847
GRMZM2G104260	PF00847
AC206951.3_FGP016	PF00847
GRMZM2G076602	PF00847
GRMZM2G060465	PF00847
GRMZM2G097182	PF00847
GRMZM2G047999	PF00847
GRMZM2G079825	PF00847
GRMZM2G477287	PF00847
GRMZM2G023708	PF00847
GRMZM2G067463	PF00847
GRMZM2G011110	PF00847
AC209257.4_FGP006	PF00847
GRMZM2G008234	PF00847
GRMZM2G322672	PF00847
GRMZM2G163745	PF00847
GRMZM2G021369	PF00847
GRMZM2G363052	PF00847
GRMZM2G018984	PF00847
GRMZM2G404423	PF00847
GRMZM2G084264	PF00847
GRMZM2G120401	PF00847
GRMZM2G165257	PF00847
GRMZM2G114820	PF00847
GRMZM2G129674	PF00847
GRMZM2G124037	PF00847
GRMZM2G069082	PF00847
