genes	domain
GRMZM2G052344	PF13639
GRMZM2G052344	PF13639
GRMZM2G052344	PF13639
GRMZM2G052352	PF12854
GRMZM2G052357	PF04321
GRMZM2G052364	PF00257
GRMZM2G052365	"PF05922,PF00082"
GRMZM2G052373	
GRMZM2G052377	PF00249
GRMZM2G052386	"PF07714,PF00139"
GRMZM2G052389	"PF02770,PF14749,PF01756"
GRMZM2G052389	"PF02770,PF14749"
GRMZM2G052392	
GRMZM2G052402	PF00462
GRMZM2G052403	PF05496
GRMZM2G052407	
GRMZM2G052412	
GRMZM2G052416	PF02201
GRMZM2G052418	PF13489
GRMZM2G052420	
GRMZM2G052422	"PF14226,PF03171"
GRMZM2G052423	PF05562
GRMZM2G052434	PF00069
GRMZM2G052435	
GRMZM2G052435	"PF08506,PF03810"
GRMZM2G052435	"PF08506,PF03810"
GRMZM2G052442	
GRMZM2G052457	PF02984
GRMZM2G052461	PF01490
GRMZM2G052466	
GRMZM2G052467	PF14009
GRMZM2G052471	PF06201
GRMZM2G052471	PF06201
GRMZM2G052471	PF06201
GRMZM2G052471	PF06201
GRMZM2G052471	
GRMZM2G052474	PF04970
GRMZM2G052474	
GRMZM2G052476	"PF14389,PF04784"
GRMZM2G052476	"PF14389,PF04784"
GRMZM2G052476	"PF14389,PF04784"
GRMZM2G052476	"PF14389,PF04784"
GRMZM2G052479	PF13911
GRMZM2G052479	PF13911
GRMZM2G052482	
GRMZM2G052483	PF14144
GRMZM2G052483	PF14144
GRMZM2G052483	
GRMZM2G052494	
GRMZM2G052499	PF00125
GRMZM2G052507	PF00450
GRMZM2G052507	PF00450
GRMZM2G052509	PF00025
GRMZM2G052512	PF01150
GRMZM2G052515	"PF02319,PF16421"
GRMZM2G052542	PF01251
GRMZM2G052544	"PF00249,PF14379"
GRMZM2G052546	PF00782
GRMZM2G052546	PF00782
GRMZM2G052546	"PF00782,PF16561"
GRMZM2G052546	
GRMZM2G052546	
GRMZM2G052546	
GRMZM2G052546	"PF00782,PF16561"
GRMZM2G052548	
GRMZM2G052557	
GRMZM2G052562	PF00657
GRMZM2G052562	PF00657
GRMZM2G052562	
GRMZM2G052563	
GRMZM2G052569	"PF14259,PF00076"
GRMZM2G052569	"PF14259,PF00076"
GRMZM2G052571	"PF13410,PF13417"
GRMZM2G052577	
GRMZM2G052581	PF04406
GRMZM2G052581	
GRMZM2G052586	PF01632
GRMZM2G052586	
GRMZM2G052586	PF01632
GRMZM2G052586	
GRMZM2G052588	PF10063
GRMZM2G052606	PF00249
GRMZM2G052610	PF00581
GRMZM2G052610	PF00581
GRMZM2G052610	
GRMZM2G052616	PF00320
GRMZM2G052619	PF05879
GRMZM2G052621	
GRMZM2G052625	"PF00043,PF13417"
GRMZM2G052630	"PF08028,PF02770,PF02771"
GRMZM2G052630	PF02771
GRMZM2G052630	"PF08028,PF02770,PF02771"
GRMZM2G052644	PF04045
GRMZM2G052650	PF14531
GRMZM2G052650	PF14531
GRMZM2G052650	PF14531
GRMZM2G052650	
GRMZM2G052650	
GRMZM2G052650	PF14531
GRMZM2G052650	
GRMZM2G052654	
GRMZM2G052654	
GRMZM2G052656	PF01535
GRMZM2G052658	"PF00564,PF07714"
GRMZM2G052666	PF01625
GRMZM2G052667	PF00847
GRMZM2G052667	PF00847
GRMZM2G052670	PF00995
GRMZM2G052670	PF00995
GRMZM2G052671	PF03106
GRMZM2G052671	PF03106
GRMZM2G052685	PF10358
GRMZM2G052688	"PF00097,PF13771,PF00533"
GRMZM2G052696	
GRMZM2G052699	PF00481
GRMZM2G052699	PF00481
GRMZM2G052701	
GRMZM2G052701	
GRMZM2G052713	PF01217
GRMZM2G052713	PF01217
GRMZM2G052713	PF01217
GRMZM2G052720	PF00847
GRMZM2G052728	PF03109
GRMZM2G052738	
GRMZM2G052740	"PF12763,PF00350,PF16880"
GRMZM2G052748	
GRMZM2G052750	PF07064
GRMZM2G052750	PF07064
GRMZM2G052750	
GRMZM2G052767	
GRMZM2G052776	
GRMZM2G052778	
GRMZM2G052779	
GRMZM2G052784	
GRMZM2G052786	
GRMZM2G052796	PF00462
GRMZM2G052798	PF00271
GRMZM2G052810	
GRMZM2G052812	PF00248
GRMZM2G052812	PF00248
GRMZM2G052812	PF00248
GRMZM2G052812	PF00248
GRMZM2G052812	PF00248
GRMZM2G052816	PF00696
GRMZM2G052817	
GRMZM2G052821	"PF00875,PF03441"
GRMZM2G052821	"PF00875,PF03441"
GRMZM2G052823	PF00566
GRMZM2G052825	PF00067
GRMZM2G052844	PF12708
GRMZM2G052844	PF12708
GRMZM2G052855	PF04367
GRMZM2G052868	
GRMZM2G052869	PF01439
GRMZM2G052869	PF01439
GRMZM2G052869	PF01439
GRMZM2G052875	"PF13015,PF12999"
GRMZM2G052875	"PF13015,PF12999"
GRMZM2G052880	PF00995
GRMZM2G052884	
GRMZM2G052884	
GRMZM2G052890	"PF01486,PF00319"
GRMZM2G052893	
GRMZM2G052902	
GRMZM2G052908	PF08007
GRMZM2G052908	
GRMZM2G052920	
GRMZM2G052921	
GRMZM2G052923	
GRMZM2G052926	"PF14259,PF13893"
GRMZM2G052926	PF13893
GRMZM2G052929	
GRMZM2G052933	PF01134
GRMZM2G052933	
GRMZM2G052935	PF00696
GRMZM2G052935	
GRMZM2G052935	
GRMZM2G052935	
GRMZM2G052937	
GRMZM2G052939	PF03478
GRMZM2G052948	PF07714
GRMZM2G052948	
GRMZM2G052975	
GRMZM2G052985	PF00651
GRMZM2G052985	
GRMZM2G052985	
GRMZM2G052991	PF13456
GRMZM2G052995	
GRMZM2G052995	
GRMZM2G052995	
GRMZM2G052995	
GRMZM2G053004	PF01699
GRMZM2G053004	
GRMZM2G053004	PF01699
GRMZM2G053008	PF09734
GRMZM2G053008	PF09734
GRMZM2G053008	PF09734
GRMZM2G053014	PF02364
GRMZM2G053016	
GRMZM2G053019	
GRMZM2G053023	PF00085
GRMZM2G053023	PF00085
GRMZM2G053023	PF00085
GRMZM2G053027	PF13639
GRMZM2G053027	
GRMZM2G053027	
GRMZM2G053037	
GRMZM2G053042	
GRMZM2G053042	
GRMZM2G053047	
GRMZM2G053047	PF00534
GRMZM2G053047	PF00534
GRMZM2G053052	
GRMZM2G053066	PF01694
GRMZM2G053071	
GRMZM2G053079	PF08378
GRMZM2G053083	PF04420
GRMZM2G053086	
GRMZM2G053090	
GRMZM2G053111	"PF13540,PF00069"
GRMZM2G053113	
GRMZM2G053117	PF02450
GRMZM2G053117	"PF09334,PF02450"
GRMZM2G053120	PF01559
GRMZM2G053120	PF01559
GRMZM2G053121	
GRMZM2G053126	
GRMZM2G053126	
GRMZM2G053140	
GRMZM2G053140	
GRMZM2G053170	
GRMZM2G053177	
GRMZM2G053177	
GRMZM2G053196	"PF13812,PF01535,PF13041"
GRMZM2G053199	"PF00149,PF16891"
GRMZM2G053199	PF16891
GRMZM2G053206	"PF14543,PF14541"
GRMZM2G053210	"PF13639,PF14369"
GRMZM2G053210	"PF13639,PF14369"
GRMZM2G053213	
GRMZM2G053213	
GRMZM2G053223	"PF00098,PF00076"
GRMZM2G053230	
GRMZM2G053231	
GRMZM2G053231	
GRMZM2G053236	PF00574
GRMZM2G053239	PF14303
GRMZM2G053239	
GRMZM2G053261	PF07714
GRMZM2G053261	PF07714
GRMZM2G053261	
GRMZM2G053273	
GRMZM2G053273	PF00635
GRMZM2G053280	
GRMZM2G053284	PF00022
GRMZM2G053285	
GRMZM2G053292	
GRMZM2G053298	"PF00564,PF02042"
GRMZM2G053298	
GRMZM2G053299	PF00022
GRMZM2G053303	PF13639
GRMZM2G053307	
GRMZM2G053311	PF00646
GRMZM2G053311	PF00646
GRMZM2G053315	PF13738
GRMZM2G053317	
GRMZM2G053319	PF03248
GRMZM2G053322	PF01370
GRMZM2G053324	
GRMZM2G053324	
GRMZM2G053324	PF00403
GRMZM2G053335	PF07800
GRMZM2G053335	PF07800
GRMZM2G053335	PF07800
GRMZM2G053338	PF03321
GRMZM2G053338	PF03321
GRMZM2G053338	PF03321
GRMZM2G053368	PF12146
GRMZM2G053368	PF12146
GRMZM2G053378	PF00462
GRMZM2G053379	
GRMZM2G053381	
GRMZM2G053384	"PF13812,PF14432,PF01535"
GRMZM2G053387	PF04749
GRMZM2G053394	
GRMZM2G053396	"PF14432,PF13812,PF01535,PF13041"
GRMZM2G053397	
GRMZM2G053397	
GRMZM2G053397	
GRMZM2G053420	"PF07946,PF16201,PF06415"
GRMZM2G053420	PF16201
GRMZM2G053434	
GRMZM2G053434	
GRMZM2G053442	
GRMZM2G053458	PF00111
GRMZM2G053458	PF00111
GRMZM2G053458	
GRMZM2G053466	PF01425
GRMZM2G053466	PF01425
GRMZM2G053466	PF01425
GRMZM2G053466	PF01425
GRMZM2G053466	PF01425
GRMZM2G053466	PF01425
GRMZM2G053466	PF01425
GRMZM2G053466	PF01425
GRMZM2G053476	PF05022
GRMZM2G053480	
GRMZM2G053485	
GRMZM2G053493	PF00188
GRMZM2G053500	PF04424
GRMZM2G053503	
GRMZM2G053503	PF00847
GRMZM2G053507	PF00173
GRMZM2G053507	PF00173
GRMZM2G053507	
GRMZM2G053507	
GRMZM2G053511	PF01485
GRMZM2G053511	
GRMZM2G053514	
GRMZM2G053514	
GRMZM2G053525	PF06075
GRMZM2G053531	PF02577
GRMZM2G053531	PF02577
GRMZM2G053541	
GRMZM2G053554	PF16499
GRMZM2G053554	PF02065
GRMZM2G053554	PF16499
GRMZM2G053557	PF12579
GRMZM2G053557	PF12579
GRMZM2G053557	
GRMZM2G053574	PF03152
GRMZM2G053588	
GRMZM2G053600	PF03398
GRMZM2G053600	PF03398
GRMZM2G053600	
GRMZM2G053610	PF03208
GRMZM2G053610	PF03208
GRMZM2G053610	PF03208
GRMZM2G053622	PF02840
GRMZM2G053627	
GRMZM2G053631	
GRMZM2G053631	PF01612
GRMZM2G053631	PF01612
GRMZM2G053637	PF03168
GRMZM2G053639	
GRMZM2G053642	"PF08799,PF02840"
GRMZM2G053644	PF16399
GRMZM2G053644	
GRMZM2G053652	PF01251
GRMZM2G053652	PF01251
GRMZM2G053653	PF00312
GRMZM2G053664	"PF06814,PF01734"
GRMZM2G053669	"PF13522,PF00733"
GRMZM2G053676	PF07910
GRMZM2G053676	PF07910
GRMZM2G053676	PF07910
GRMZM2G053676	PF07910
GRMZM2G053685	
GRMZM2G053690	
GRMZM2G053692	PF06102
GRMZM2G053692	"PF06102,PF04733"
GRMZM2G053700	PF03999
GRMZM2G053707	PF13639
GRMZM2G053711	
GRMZM2G053711	PF01148
GRMZM2G053711	PF01148
GRMZM2G053711	PF01148
GRMZM2G053711	PF01148
GRMZM2G053713	"PF00069,PF00481"
GRMZM2G053715	
GRMZM2G053720	PF01619
GRMZM2G053720	PF01619
GRMZM2G053722	"PF00027,PF00481"
GRMZM2G053726	PF00462
GRMZM2G053742	PF12043
GRMZM2G053749	PF01357
GRMZM2G053757	
GRMZM2G053764	PF00179
GRMZM2G053764	PF00179
GRMZM2G053764	PF00179
GRMZM2G053764	PF00179
GRMZM2G053764	PF00179
GRMZM2G053764	
GRMZM2G053766	PF12896
GRMZM2G053766	PF12896
GRMZM2G053766	
GRMZM2G053766	PF12894
GRMZM2G053767	"PF00163,PF01479"
GRMZM2G053767	"PF00163,PF01479"
GRMZM2G053767	
GRMZM2G053767	PF00163
GRMZM2G053779	PF02298
GRMZM2G053779	PF02298
GRMZM2G053781	
GRMZM2G053781	
GRMZM2G053787	
GRMZM2G053790	
GRMZM2G053790	
GRMZM2G053790	
GRMZM2G053801	PF01125
GRMZM2G053803	"PF00887,PF01344,PF13415"
GRMZM2G053803	"PF00887,PF01344,PF13415"
GRMZM2G053811	
GRMZM2G053817	PF00931
GRMZM2G053830	
GRMZM2G053831	"PF16136,PF16135,PF07897"
GRMZM2G053833	PF13405
GRMZM2G053839	"PF02209,PF00626"
GRMZM2G053849	
GRMZM2G053852	PF10250
GRMZM2G053858	
GRMZM2G053860	
GRMZM2G053860	
GRMZM2G053860	
GRMZM2G053860	
GRMZM2G053860	
GRMZM2G053860	
GRMZM2G053863	
GRMZM2G053868	"PF14531,PF13499"
GRMZM2G053868	"PF14531,PF13499"
GRMZM2G053868	PF07714
GRMZM2G053869	
GRMZM2G053869	
GRMZM2G053882	
GRMZM2G053882	
GRMZM2G053890	PF00314
GRMZM2G053891	
GRMZM2G053895	
GRMZM2G053898	PF11976
GRMZM2G053898	PF11976
GRMZM2G053905	
GRMZM2G053908	PF00153
GRMZM2G053909	PF13639
GRMZM2G053909	PF13639
GRMZM2G053909	
GRMZM2G053914	
GRMZM2G053916	"PF00766,PF01012"
GRMZM2G053916	"PF00766,PF01012"
GRMZM2G053916	"PF00766,PF01012"
GRMZM2G053916	PF01012
GRMZM2G053916	PF01012
GRMZM2G053916	"PF00766,PF01012"
GRMZM2G053916	PF01012
GRMZM2G053916	PF01012
GRMZM2G053917	
GRMZM2G053917	
GRMZM2G053917	
GRMZM2G053917	
GRMZM2G053917	
GRMZM2G053920	"PF05699,PF14291"
GRMZM2G053921	PF03092
GRMZM2G053921	PF03092
GRMZM2G053921	PF03209
GRMZM2G053925	"PF03127,PF00790"
GRMZM2G053925	PF00790
GRMZM2G053927	PF03600
GRMZM2G053927	PF03600
GRMZM2G053929	PF13639
GRMZM2G053934	"PF00004,PF12796"
GRMZM2G053934	"PF00004,PF12796"
GRMZM2G053934	PF00004
GRMZM2G053934	PF12796
GRMZM2G053939	
GRMZM2G053946	PF03407
GRMZM2G053952	PF00076
GRMZM2G053955	
GRMZM2G053958	PF00106
GRMZM2G053970	PF00069
GRMZM2G053977	PF00106
GRMZM2G053977	PF00106
GRMZM2G053977	PF00106
GRMZM2G053977	PF00106
GRMZM2G053980	PF12859
GRMZM2G053985	PF04844
GRMZM2G053987	PF00069
GRMZM2G053987	PF00069
GRMZM2G053987	PF00069
GRMZM2G053987	PF00069
GRMZM2G053990	
GRMZM2G053991	PF03649
GRMZM2G053991	PF03649
GRMZM2G053999	PF00155
GRMZM2G054007	
GRMZM2G054012	PF04758
GRMZM2G054013	PF00501
GRMZM2G054013	"PF13193,PF00501"
GRMZM2G054013	"PF13193,PF00501"
GRMZM2G054013	PF00501
GRMZM2G054013	PF13193
GRMZM2G054016	
GRMZM2G054020	PF01145
GRMZM2G054020	
GRMZM2G054023	"PF07714,PF00139"
GRMZM2G054028	
GRMZM2G054028	
GRMZM2G054028	
GRMZM2G054029	
GRMZM2G054032	PF00646
GRMZM2G054040	PF01985
GRMZM2G054046	PF04669
GRMZM2G054048	
GRMZM2G054050	"PF00394,PF07732,PF07731"
GRMZM2G054056	PF03372
GRMZM2G054056	PF03372
GRMZM2G054056	PF03372
GRMZM2G054056	PF03372
GRMZM2G054056	PF03372
GRMZM2G054056	
GRMZM2G054065	
GRMZM2G054070	PF10250
GRMZM2G054070	PF10250
GRMZM2G054070	
GRMZM2G054070	PF10250
GRMZM2G054070	
GRMZM2G054076	"PF00684,PF00226,PF01556"
GRMZM2G054076	"PF00684,PF01556,PF00226"
GRMZM2G054092	
GRMZM2G054093	PF12874
GRMZM2G054093	PF12874
GRMZM2G054109	PF07887
GRMZM2G054109	
GRMZM2G054111	PF00249
GRMZM2G054115	"PF04863,PF04864"
GRMZM2G054115	PF04863
GRMZM2G054115	"PF04863,PF04864"
GRMZM2G054115	PF04864
GRMZM2G054115	PF04864
GRMZM2G054120	
GRMZM2G054120	
GRMZM2G054123	"PF00438,PF02772,PF02773"
GRMZM2G054123	"PF00438,PF02772,PF02773"
GRMZM2G054123	"PF00438,PF02772,PF02773"
GRMZM2G054123	"PF00438,PF02772,PF02773"
GRMZM2G054123	"PF00438,PF02772,PF02773"
GRMZM2G054125	PF03106
GRMZM2G054130	PF09811
GRMZM2G054133	
GRMZM2G054136	PF01092
GRMZM2G054136	PF01092
GRMZM2G054136	PF01092
GRMZM2G054136	PF01092
GRMZM2G054136	PF01092
GRMZM2G054136	PF01092
GRMZM2G054136	PF01092
GRMZM2G054136	PF01092
GRMZM2G054136	PF01092
GRMZM2G054139	
GRMZM2G054145	
GRMZM2G054145	
GRMZM2G054145	
GRMZM2G054149	PF00829
GRMZM2G054149	
GRMZM2G054152	PF00069
GRMZM2G054154	
GRMZM2G054155	PF13812
GRMZM2G054155	
GRMZM2G054162	"PF10497,PF02373"
GRMZM2G054162	PF10497
GRMZM2G054162	PF10497
GRMZM2G054163	PF00137
GRMZM2G054187	
GRMZM2G054193	"PF13774,PF00957"
GRMZM2G054201	"PF00298,PF03946"
GRMZM2G054201	"PF00298,PF03946"
GRMZM2G054201	"PF00298,PF03946"
GRMZM2G054207	
GRMZM2G054207	
GRMZM2G054210	"PF02883,PF01602"
GRMZM2G054210	"PF02883,PF01602"
GRMZM2G054211	
GRMZM2G054218	
GRMZM2G054221	PF07714
GRMZM2G054221	PF07714
GRMZM2G054221	PF07714
GRMZM2G054221	PF07714
GRMZM2G054221	PF07714
GRMZM2G054221	PF07714
GRMZM2G054224	"PF01549,PF03171"
GRMZM2G054224	"PF01549,PF03171"
GRMZM2G054224	"PF01549,PF03171"
GRMZM2G054225	"PF04567,PF04561,PF04565,PF04566,PF04560,PF04563,PF00562"
GRMZM2G054225	"PF04567,PF04561,PF04565,PF04566,PF04563,PF00562"
GRMZM2G054227	PF04535
GRMZM2G054229	
GRMZM2G054233	
GRMZM2G054247	PF03256
GRMZM2G054247	PF03256
GRMZM2G054247	PF03256
GRMZM2G054247	PF03256
GRMZM2G054247	
GRMZM2G054250	"PF01676,PF10143"
GRMZM2G054250	"PF01676,PF10143"
GRMZM2G054252	PF02365
GRMZM2G054252	PF02365
GRMZM2G054267	
GRMZM2G054271	PF00320
GRMZM2G054277	PF02365
GRMZM2G054277	PF02365
GRMZM2G054300	PF00141
GRMZM2G054300	PF00141
GRMZM2G054300	PF00141
GRMZM2G054300	PF00141
GRMZM2G054300	
GRMZM2G054304	
GRMZM2G054309	
GRMZM2G054309	"PF04578,PF13968"
GRMZM2G054332	"PF00005,PF01061"
GRMZM2G054341	PF00403
GRMZM2G054350	"PF02434,PF00337"
GRMZM2G054350	PF00337
GRMZM2G054350	PF00337
GRMZM2G054354	"PF03127,PF00790"
GRMZM2G054354	"PF03127,PF00790"
GRMZM2G054358	
GRMZM2G054359	PF06639
GRMZM2G054361	PF00155
GRMZM2G054364	PF05056
GRMZM2G054367	
GRMZM2G054371	
GRMZM2G054378	"PF02390,PF08752"
GRMZM2G054378	"PF02390,PF08752"
GRMZM2G054378	PF02390
GRMZM2G054378	
GRMZM2G054378	
GRMZM2G054378	PF02390
GRMZM2G054378	PF02390
GRMZM2G054378	
GRMZM2G054378	
GRMZM2G054380	PF00856
GRMZM2G054380	PF00856
GRMZM2G054380	PF00856
GRMZM2G054380	"PF00856,PF05033,PF02182"
GRMZM2G054380	PF05033
GRMZM2G054383	
GRMZM2G054387	PF04134
GRMZM2G054387	PF04134
GRMZM2G054392	
GRMZM2G054393	
GRMZM2G054393	
GRMZM2G054393	
GRMZM2G054397	PF00071
GRMZM2G054397	PF00071
GRMZM2G054397	PF00071
GRMZM2G054397	
GRMZM2G054397	
GRMZM2G054397	
GRMZM2G054397	
GRMZM2G054397	
GRMZM2G054397	
GRMZM2G054397	
GRMZM2G054405	
GRMZM2G054410	PF12708
GRMZM2G054415	
GRMZM2G054415	
GRMZM2G054415	
GRMZM2G054415	
GRMZM2G054415	
GRMZM2G054415	
GRMZM2G054418	"PF11995,PF00225"
GRMZM2G054418	"PF11995,PF00225"
GRMZM2G054422	
GRMZM2G054430	
GRMZM2G054448	"PF05542,PF05577"
GRMZM2G054458	PF13424
GRMZM2G054465	PF00291
GRMZM2G054468	PF00076
GRMZM2G054468	
GRMZM2G054470	PF04114
GRMZM2G054470	PF04114
GRMZM2G054470	PF04114
GRMZM2G054470	PF04114
GRMZM2G054470	
GRMZM2G054481	
GRMZM2G054500	
GRMZM2G054501	
GRMZM2G054507	
GRMZM2G054509	PF13469
GRMZM2G054517	PF02536
GRMZM2G054522	
GRMZM2G054527	
GRMZM2G054531	
GRMZM2G054537	
GRMZM2G054548	
GRMZM2G054550	
GRMZM2G054559	"PF00168,PF00614,PF12357"
GRMZM2G054559	"PF00168,PF12357"
GRMZM2G054559	"PF00168,PF12357"
GRMZM2G054559	PF00168
GRMZM2G054559	PF00168
GRMZM2G054559	PF00168
GRMZM2G054559	PF00168
GRMZM2G054559	"PF00614,PF00168"
GRMZM2G054564	
GRMZM2G054564	
GRMZM2G054584	
GRMZM2G054588	
GRMZM2G054590	
GRMZM2G054591	
GRMZM2G054603	PF00067
GRMZM2G054608	
GRMZM2G054608	
GRMZM2G054608	
GRMZM2G054608	
GRMZM2G054608	
GRMZM2G054608	
GRMZM2G054610	PF02724
GRMZM2G054615	PF00320
GRMZM2G054615	PF00320
GRMZM2G054621	PF17098
GRMZM2G054621	PF17098
GRMZM2G054621	
GRMZM2G054623	
GRMZM2G054628	PF12937
GRMZM2G054628	PF12937
GRMZM2G054632	"PF01544,PF03030"
GRMZM2G054634	PF00069
GRMZM2G054634	PF07714
GRMZM2G054645	
GRMZM2G054651	PF03134
GRMZM2G054651	PF03134
GRMZM2G054653	"PF14497,PF02798"
GRMZM2G054653	"PF14497,PF02798"
GRMZM2G054655	
GRMZM2G054658	
GRMZM2G054663	PF00485
GRMZM2G054663	
GRMZM2G054678	PF02902
GRMZM2G054678	
GRMZM2G054685	
GRMZM2G054687	PF00033
GRMZM2G054689	"PF09425,PF06200"
GRMZM2G054703	PF03016
GRMZM2G054706	
GRMZM2G054710	
GRMZM2G054713	
GRMZM2G054713	
GRMZM2G054715	"PF05496,PF09336"
GRMZM2G054715	"PF05496,PF09336"
GRMZM2G054715	PF05496
GRMZM2G054715	"PF05496,PF09336"
GRMZM2G054715	
GRMZM2G054715	
GRMZM2G054715	PF09336
GRMZM2G054720	PF01554
GRMZM2G054745	
GRMZM2G054765	PF04931
GRMZM2G054795	PF04690
GRMZM2G054795	PF04690
GRMZM2G054803	PF01255
GRMZM2G054805	
GRMZM2G054805	
GRMZM2G054805	
GRMZM2G054805	
GRMZM2G054807	"PF11961,PF05003"
GRMZM2G054807	"PF11961,PF05003"
GRMZM2G054811	
GRMZM2G054811	PF09335
GRMZM2G054811	PF09335
GRMZM2G054815	
GRMZM2G054815	
GRMZM2G054820	
GRMZM2G054821	PF01412
GRMZM2G054821	PF01412
GRMZM2G054826	
GRMZM2G054833	"PF02845,PF07145"
GRMZM2G054833	"PF02845,PF07145"
GRMZM2G054840	
GRMZM2G054852	PF00190
GRMZM2G054852	PF00190
GRMZM2G054870	PF09335
GRMZM2G054870	PF09335
GRMZM2G054876	PF00271
GRMZM2G054892	
GRMZM2G054892	
GRMZM2G054896	
GRMZM2G054900	
GRMZM2G054902	
GRMZM2G054905	"PF05193,PF00675,PF16187"
GRMZM2G054912	
GRMZM2G054916	PF00190
GRMZM2G054919	
GRMZM2G054921	
GRMZM2G054924	
GRMZM2G054931	
GRMZM2G054936	PF03372
GRMZM2G054938	
GRMZM2G054946	PF00931
GRMZM2G054949	PF07714
GRMZM2G054969	PF13347
GRMZM2G054969	PF13347
GRMZM2G054969	PF13347
GRMZM2G054969	PF13347
GRMZM2G054987	
GRMZM2G054987	
GRMZM2G054994	
GRMZM2G054998	PF01424
GRMZM2G054998	PF01424
GRMZM2G055000	
GRMZM2G055009	
GRMZM2G055016	
GRMZM2G055018	"PF00658,PF00076"
GRMZM2G055020	
GRMZM2G055020	
GRMZM2G055020	
GRMZM2G055020	
GRMZM2G055024	PF03634
GRMZM2G055025	PF01459
GRMZM2G055037	PF13920
GRMZM2G055052	PF04564
GRMZM2G055054	"PF01885,PF04091"
GRMZM2G055054	"PF01885,PF04091"
GRMZM2G055059	
GRMZM2G055070	PF00847
GRMZM2G055089	PF00069
GRMZM2G055089	PF00069
GRMZM2G055089	
GRMZM2G055089	
GRMZM2G055101	"PF02018,PF00331"
GRMZM2G055107	PF11360
GRMZM2G055107	
GRMZM2G055114	
GRMZM2G055116	
GRMZM2G055119	
GRMZM2G055121	
GRMZM2G055124	
GRMZM2G055125	PF03637
GRMZM2G055125	PF03637
GRMZM2G055130	
GRMZM2G055130	
GRMZM2G055135	PF06943
GRMZM2G055135	PF06943
GRMZM2G055135	PF06943
GRMZM2G055135	PF06943
GRMZM2G055135	PF06943
GRMZM2G055135	PF06943
GRMZM2G055135	PF06943
GRMZM2G055135	PF06943
GRMZM2G055141	PF00583
GRMZM2G055141	PF00583
GRMZM2G055143	
GRMZM2G055143	
GRMZM2G055150	PF02358
GRMZM2G055151	
GRMZM2G055154	PF07714
GRMZM2G055155	
GRMZM2G055158	PF00249
GRMZM2G055162	
GRMZM2G055165	PF00366
GRMZM2G055168	
GRMZM2G055172	PF10483
GRMZM2G055175	
GRMZM2G055178	
GRMZM2G055180	PF00847
GRMZM2G055193	PF02309
GRMZM2G055193	
GRMZM2G055193	PF02309
GRMZM2G055193	PF02309
GRMZM2G055204	PF00847
GRMZM2G055209	"PF00122,PF12710,PF16209,PF16212"
GRMZM2G055209	"PF00122,PF13246,PF16209"
GRMZM2G055216	PF03151
GRMZM2G055216	PF03151
GRMZM2G055216	PF03151
GRMZM2G055216	
GRMZM2G055217	PF01300
GRMZM2G055219	PF09787
GRMZM2G055230	
GRMZM2G055238	PF07168
GRMZM2G055238	PF07168
GRMZM2G055240	
GRMZM2G055243	"PF03789,PF03790,PF03791,PF05920"
GRMZM2G055251	PF08555
GRMZM2G055251	PF08555
GRMZM2G055251	PF08555
GRMZM2G055251	
GRMZM2G055251	PF08555
GRMZM2G055251	
GRMZM2G055255	PF08213
GRMZM2G055257	PF04844
GRMZM2G055262	
GRMZM2G055263	PF03514
GRMZM2G055273	PF04535
GRMZM2G055276	"PF09598,PF04774"
GRMZM2G055276	"PF09598,PF04774"
GRMZM2G055276	"PF04774,PF09598"
GRMZM2G055278	
GRMZM2G055279	PF04145
GRMZM2G055282	"PF12854,PF13041"
GRMZM2G055289	
GRMZM2G055309	
GRMZM2G055309	
GRMZM2G055313	PF02485
GRMZM2G055320	"PF13193,PF00501"
GRMZM2G055320	"PF13193,PF00501"
GRMZM2G055320	"PF13193,PF00501"
GRMZM2G055326	
GRMZM2G055331	"PF00862,PF05116,PF00534"
GRMZM2G055331	"PF00534,PF05116"
GRMZM2G055331	
GRMZM2G055331	PF08550
GRMZM2G055331	"PF05116,PF00534"
GRMZM2G055331	"PF05116,PF00534"
GRMZM2G055331	"PF05116,PF00534"
GRMZM2G055331	PF05116
GRMZM2G055331	PF05116
GRMZM2G055334	PF07714
GRMZM2G055334	PF07714
GRMZM2G055337	
GRMZM2G055370	
GRMZM2G055370	
GRMZM2G055370	
GRMZM2G055370	
GRMZM2G055370	
GRMZM2G055386	
GRMZM2G055388	
GRMZM2G055393	
GRMZM2G055404	PF05678
GRMZM2G055413	PF07716
GRMZM2G055413	PF07716
GRMZM2G055413	PF07716
GRMZM2G055413	PF07716
GRMZM2G055413	PF07716
GRMZM2G055413	PF07716
GRMZM2G055413	PF07716
GRMZM2G055420	PF14309
GRMZM2G055431	PF00067
GRMZM2G055434	PF02298
GRMZM2G055435	PF03168
GRMZM2G055435	
GRMZM2G055437	PF00400
GRMZM2G055446	PF00201
GRMZM2G055450	PF07651
GRMZM2G055458	"PF04265,PF04263"
GRMZM2G055458	"PF04265,PF04263"
GRMZM2G055458	"PF04265,PF04263"
GRMZM2G055462	PF06454
GRMZM2G055464	PF08423
GRMZM2G055467	PF03088
GRMZM2G055469	"PF02678,PF05726"
GRMZM2G055487	PF00141
GRMZM2G055489	"PF08282,PF08472"
GRMZM2G055489	"PF08282,PF08472"
GRMZM2G055489	"PF08282,PF08472"
GRMZM2G055489	"PF08282,PF08472"
GRMZM2G055499	
