genes	Pfam
GRMZM2G042897	PF00782
GRMZM2G042907	PF00146
GRMZM2G042920	PF00010
GRMZM2G042927	PF05495
GRMZM2G042933	PF01490
GRMZM2G042980	PF12776
GRMZM2G042981	PF03062
GRMZM2G042992	PF00400
GRMZM2G043030	PF01529
GRMZM2G043035	PF01190
GRMZM2G043056	PF01412
GRMZM2G043069	PF00069
GRMZM2G043075	PF01554
GRMZM2G043095	"PF14416,PF13839"
GRMZM2G043109	PF02915
GRMZM2G043115	PF09430
GRMZM2G043117	PF04759
GRMZM2G043119	PF02330
GRMZM2G043137	PF00931
GRMZM2G043141	PF07059
GRMZM2G043147	PF02679
GRMZM2G043150	PF00076
GRMZM2G043154	PF02458
GRMZM2G043157	PF03004
GRMZM2G043162	PF00111
GRMZM2G043164	PF07714
GRMZM2G043174	PF00588
GRMZM2G043182	PF00153
GRMZM2G043183	PF04129
GRMZM2G043190	PF00082
GRMZM2G043191	PF03372
GRMZM2G043193	PF00909
GRMZM2G043198	"PF02780,PF02779"
GRMZM2G043212	PF00572
GRMZM2G043226	PF10189
GRMZM2G043238	PF08389
GRMZM2G043240	"PF14416,PF13839"
GRMZM2G043242	PF13589
GRMZM2G043250	"PF04434,PF03101,PF10551"
GRMZM2G043254	PF03547
GRMZM2G043275	PF00293
GRMZM2G043277	PF01126
GRMZM2G043279	PF00831
GRMZM2G043291	"PF13410,PF13417"
GRMZM2G043295	PF00201
GRMZM2G043300	PF02298
GRMZM2G043301	"PF00394,PF07731,PF07732"
GRMZM2G043310	PF02485
GRMZM2G043312	"PF03479,PF01433"
GRMZM2G043331	PF08216
GRMZM2G043338	PF05564
GRMZM2G043340	"PF00614,PF00168"
GRMZM2G043346	"PF16711,PF16709,PF16712"
GRMZM2G043350	PF07714
GRMZM2G043383	PF00118
GRMZM2G043394	PF13656
GRMZM2G043396	PF14009
GRMZM2G043414	PF00781
GRMZM2G043415	"PF04043,PF01095"
GRMZM2G043417	PF07847
GRMZM2G043435	"PF01794,PF08022,PF08414,PF08030"
GRMZM2G043453	"PF01078,PF13519"
GRMZM2G043456	PF04998
GRMZM2G043461	PF13656
GRMZM2G043464	PF04765
GRMZM2G043470	PF00069
GRMZM2G043484	PF00856
GRMZM2G043489	PF14309
GRMZM2G043501	PF05292
GRMZM2G043503	PF00368
GRMZM2G043509	"PF15801,PF03372"
GRMZM2G043521	PF06884
GRMZM2G043530	PF02181
GRMZM2G043575	PF00293
GRMZM2G043579	PF12697
GRMZM2G043584	"PF08263,PF00560,PF13855,PF00069"
GRMZM2G043600	PF00170
GRMZM2G043602	PF13561
GRMZM2G043632	PF00657
GRMZM2G043663	PF03168
GRMZM2G043708	PF06813
GRMZM2G043724	"PF04851,PF00271"
GRMZM2G043737	PF03501
GRMZM2G043749	PF03650
GRMZM2G043764	PF16135
GRMZM2G043768	PF00016
GRMZM2G043776	PF01180
GRMZM2G043782	PF01080
GRMZM2G043792	PF00249
GRMZM2G043799	PF00069
GRMZM2G043802	PF04759
GRMZM2G043813	PF02365
GRMZM2G043817	PF00004
GRMZM2G043819	PF01121
GRMZM2G043822	"PF00091,PF03953"
GRMZM2G043843	PF04678
GRMZM2G043854	PF00010
GRMZM2G043855	PF00141
GRMZM2G043857	PF13962
GRMZM2G043862	PF00022
GRMZM2G043878	PF01657
GRMZM2G043884	PF01501
GRMZM2G043887	PF01212
GRMZM2G043893	"PF02789,PF00883"
GRMZM2G043903	PF16053
GRMZM2G043910	PF05577
GRMZM2G043926	PF00854
GRMZM2G043932	PF00403
GRMZM2G043943	PF01095
GRMZM2G043948	PF01416
GRMZM2G043955	PF00875
GRMZM2G043980	"PF08246,PF10237"
GRMZM2G043983	PF01459
GRMZM2G043992	PF13087
GRMZM2G043995	"PF00637,PF10367"
GRMZM2G043997	PF00013
GRMZM2G044004	"PF00076,PF16131"
GRMZM2G044011	"PF03465,PF03464,PF03463"
GRMZM2G044023	"PF01535,PF13041"
GRMZM2G044027	PF01073
GRMZM2G044038	"PF14531,PF03822"
GRMZM2G044044	PF00439
GRMZM2G044049	PF00141
GRMZM2G044055	PF02181
GRMZM2G044060	"PF00400,PF09070,PF08324"
GRMZM2G044074	PF01208
GRMZM2G044077	PF00847
GRMZM2G044092	PF00232
GRMZM2G044096	PF02516
GRMZM2G044104	PF03018
GRMZM2G044107	"PF14310,PF00933,PF01915"
GRMZM2G044126	"PF11717,PF01853"
GRMZM2G044128	"PF01472,PF01509,PF16198,PF08068"
GRMZM2G044132	PF02496
GRMZM2G044137	PF01248
GRMZM2G044143	"PF00400,PF14844,PF15787,PF02138"
GRMZM2G044150	PF03195
GRMZM2G044152	PF01559
GRMZM2G044175	PF04116
GRMZM2G044180	PF14381
GRMZM2G044194	PF06404
GRMZM2G044236	PF00069
GRMZM2G044237	PF01960
GRMZM2G044246	PF00076
GRMZM2G044247	"PF05173,PF01113"
GRMZM2G044265	PF10163
GRMZM2G044269	"PF14570,PF03552"
GRMZM2G044273	"PF00533,PF13771"
GRMZM2G044281	"PF01073,PF04321"
GRMZM2G044296	PF00155
GRMZM2G044301	"PF05964,PF02928,PF05965,PF02373"
GRMZM2G044306	"PF05001,PF05000,PF04983,PF04990,PF04992,PF00623,PF04998,PF04997"
GRMZM2G044317	PF04104
GRMZM2G044322	PF04873
GRMZM2G044337	PF00282
GRMZM2G044343	PF07967
GRMZM2G044348	PF04258
GRMZM2G044354	PF07915
GRMZM2G044358	"PF14226,PF03171"
GRMZM2G044359	PF03000
GRMZM2G044368	PF00025
GRMZM2G044369	PF01209
GRMZM2G044372	PF01276
GRMZM2G044377	PF05637
GRMZM2G044382	PF00481
GRMZM2G044383	"PF13410,PF13417"
GRMZM2G044388	PF12937
GRMZM2G044394	"PF08711,PF05637"
GRMZM2G044408	PF00319
GRMZM2G044438	PF12776
GRMZM2G044440	PF00240
GRMZM2G044442	PF01603
GRMZM2G044457	"PF13850,PF07970"
GRMZM2G044469	PF02738
GRMZM2G044472	PF02450
GRMZM2G044480	PF02446
GRMZM2G044481	"PF03936,PF01397"
GRMZM2G044495	"PF00786,PF00620"
GRMZM2G044527	"PF05739,PF00804"
GRMZM2G044531	"PF00433,PF07714,PF00069"
GRMZM2G044537	PF13639
GRMZM2G044550	PF03372
GRMZM2G044552	PF08617
GRMZM2G044553	PF08164
GRMZM2G044557	PF14531
GRMZM2G044569	PF12906
GRMZM2G044576	PF00320
GRMZM2G044581	PF00571
GRMZM2G044584	PF00572
GRMZM2G044608	PF00085
GRMZM2G044624	PF13417
GRMZM2G044625	PF01559
GRMZM2G044627	PF06884
GRMZM2G044629	PF01704
GRMZM2G044636	PF00067
GRMZM2G044663	PF00561
GRMZM2G044676	PF11904
GRMZM2G044681	PF15469
GRMZM2G044684	PF01025
GRMZM2G044697	PF02163
GRMZM2G044720	PF04061
GRMZM2G044724	PF00931
GRMZM2G044733	PF10033
GRMZM2G044736	PF04859
GRMZM2G044740	PF14681
GRMZM2G044744	"PF00534,PF08323"
GRMZM2G044752	"PF02183,PF00046"
GRMZM2G044762	PF00692
GRMZM2G044773	PF13639
GRMZM2G044775	PF00293
GRMZM2G044800	"PF00366,PF16205"
GRMZM2G044805	PF03357
GRMZM2G044819	PF05761
GRMZM2G044822	PF03168
GRMZM2G044824	PF00249
GRMZM2G044848	"PF01269,PF08079"
GRMZM2G044851	PF00854
GRMZM2G044856	PF03479
GRMZM2G044862	PF01426
GRMZM2G044864	PF03800
GRMZM2G044866	PF04765
GRMZM2G044867	PF13456
GRMZM2G044882	PF00657
GRMZM2G044886	PF00939
GRMZM2G044898	PF12776
GRMZM2G044900	PF05542
GRMZM2G044902	PF03195
GRMZM2G044908	"PF04925,PF04438"
GRMZM2G044942	"PF12624,PF16908"
GRMZM2G044947	PF00657
GRMZM2G044963	PF13499
GRMZM2G044968	PF10250
GRMZM2G044989	PF13177
GRMZM2G044997	"PF00636,PF00035"
GRMZM2G045027	PF00931
GRMZM2G045031	PF04398
GRMZM2G045049	"PF02769,PF13507"
GRMZM2G045057	PF01490
GRMZM2G045067	PF08045
GRMZM2G045070	PF02847
GRMZM2G045084	"PF14369,PF13639,PF06547"
GRMZM2G045090	"PF05378,PF01968,PF02538"
GRMZM2G045109	PF00010
GRMZM2G045117	PF00240
GRMZM2G045128	PF16213
GRMZM2G045135	"PF13242,PF13344"
GRMZM2G045154	"PF13812,PF14432,PF01535,PF13041"
GRMZM2G045155	PF06522
GRMZM2G045171	"PF00534,PF00862"
GRMZM2G045185	PF02338
GRMZM2G045188	PF04949
GRMZM2G045192	PF01323
GRMZM2G045215	PF00657
GRMZM2G045234	PF13225
GRMZM2G045236	PF00170
GRMZM2G045241	PF00069
GRMZM2G045243	PF02519
GRMZM2G045249	PF03141
GRMZM2G045257	"PF02214,PF00805"
GRMZM2G045259	PF00069
GRMZM2G045278	PF00582
GRMZM2G045280	PF09745
GRMZM2G045286	PF13639
GRMZM2G045287	PF03214
GRMZM2G045303	"PF13646,PF01851"
GRMZM2G045314	PF00400
GRMZM2G045318	PF03911
GRMZM2G045319	PF00067
GRMZM2G045330	PF07714
GRMZM2G045331	PF04078
GRMZM2G045366	"PF12796,PF07714"
GRMZM2G045370	"PF05699,PF14291"
GRMZM2G045371	PF00227
GRMZM2G045376	PF02770
GRMZM2G045387	PF01559
GRMZM2G045398	PF13639
GRMZM2G045401	"PF13962,PF12796"
GRMZM2G045404	PF00782
GRMZM2G045421	PF00855
GRMZM2G045431	PF00010
GRMZM2G045433	PF00135
GRMZM2G045435	PF04724
GRMZM2G045449	PF07714
GRMZM2G045452	PF00481
GRMZM2G045462	PF13639
GRMZM2G045467	PF01501
GRMZM2G045473	PF07690
GRMZM2G045503	PF05383
GRMZM2G045507	PF00856
GRMZM2G045518	PF03141
GRMZM2G045531	PF02535
GRMZM2G045534	PF00285
GRMZM2G045565	PF04398
GRMZM2G045581	PF10184
GRMZM2G045596	PF12708
GRMZM2G045614	PF00069
GRMZM2G045645	PF01086
GRMZM2G045660	PF00620
GRMZM2G045664	PF03168
GRMZM2G045675	PF03141
GRMZM2G045678	PF02701
GRMZM2G045686	PF08449
GRMZM2G045690	PF01956
GRMZM2G045704	"PF13906,PF13520"
GRMZM2G045706	"PF08246,PF00112"
GRMZM2G045714	PF04083
GRMZM2G045716	PF01764
GRMZM2G045720	"PF03463,PF03465,PF03464"
GRMZM2G045732	PF00582
GRMZM2G045748	PF00249
GRMZM2G045753	PF03009
GRMZM2G045779	PF04720
GRMZM2G045781	PF00860
GRMZM2G045808	"PF00307,PF03271"
GRMZM2G045809	PF07883
GRMZM2G045818	PF00411
GRMZM2G045820	PF12937
GRMZM2G045821	PF02171
GRMZM2G045844	PF03168
GRMZM2G045849	PF02535
GRMZM2G045854	PF06972
GRMZM2G045856	PF08449
GRMZM2G045883	PF00010
GRMZM2G045892	PF01595
GRMZM2G045921	PF00327
GRMZM2G045927	PF02298
GRMZM2G045944	PF08217
GRMZM2G045970	PF01467
GRMZM2G045971	PF03911
GRMZM2G045976	PF14360
GRMZM2G045977	"PF08880,PF08879"
GRMZM2G045979	PF13579
GRMZM2G045981	"PF08263,PF13855,PF00069"
GRMZM2G045987	"PF00626,PF04810,PF04815,PF08033,PF04811"
GRMZM2G045999	PF10349
GRMZM2G046002	PF03328
GRMZM2G046005	PF02990
GRMZM2G046011	PF01781
GRMZM2G046021	"PF13508,PF00439"
GRMZM2G046024	"PF00005,PF01061"
GRMZM2G046025	PF04893
GRMZM2G046050	PF06602
GRMZM2G046055	"PF00125,PF16211"
GRMZM2G046058	"PF01535,PF13041"
GRMZM2G046061	"PF01096,PF02150"
GRMZM2G046065	PF00707
GRMZM2G046070	"PF00107,PF08240"
GRMZM2G046088	PF00849
GRMZM2G046098	PF04367
GRMZM2G046101	"PF07983,PF00332"
GRMZM2G046111	PF04043
GRMZM2G046117	"PF06325,PF08323,PF02705"
GRMZM2G046163	PF00290
GRMZM2G046186	PF09360
GRMZM2G046191	PF00290
GRMZM2G046201	PF00069
GRMZM2G046209	PF15044
GRMZM2G046238	PF00651
GRMZM2G046244	PF09753
GRMZM2G046262	PF05097
GRMZM2G046264	"PF13087,PF13086"
GRMZM2G046274	PF14604
GRMZM2G046284	PF00274
GRMZM2G046286	PF02201
GRMZM2G046288	PF00583
GRMZM2G046297	PF07714
GRMZM2G046306	PF00657
GRMZM2G046313	PF04059
GRMZM2G046316	"PF07714,PF13855"
GRMZM2G046346	PF06219
GRMZM2G046348	PF05620
GRMZM2G046355	PF08590
GRMZM2G046382	PF00011
GRMZM2G046418	"PF00240,PF02179"
GRMZM2G046431	PF04062
GRMZM2G046436	PF03214
GRMZM2G046438	PF00249
GRMZM2G046443	PF13921
GRMZM2G046459	"PF07983,PF00332"
GRMZM2G046468	"PF00112,PF01208"
GRMZM2G046472	PF05347
GRMZM2G046474	PF03000
GRMZM2G046480	PF01699
GRMZM2G046498	PF01513
GRMZM2G046503	PF02151
GRMZM2G046520	"PF03018,PF01419"
GRMZM2G046529	PF03647
GRMZM2G046532	PF00304
GRMZM2G046537	PF01694
GRMZM2G046558	PF00756
GRMZM2G046574	PF03937
GRMZM2G046576	PF05486
GRMZM2G046583	PF04095
GRMZM2G046587	PF00719
GRMZM2G046590	PF03081
GRMZM2G046600	PF12697
GRMZM2G046601	PF00120
GRMZM2G046609	PF03141
GRMZM2G046615	"PF01397,PF03936"
GRMZM2G046618	"PF04043,PF01095"
GRMZM2G046655	PF02146
GRMZM2G046669	PF03171
GRMZM2G046676	PF03357
GRMZM2G046679	PF03952
GRMZM2G046681	PF05977
GRMZM2G046686	"PF00349,PF03727"
GRMZM2G046700	PF07690
GRMZM2G046729	"PF08263,PF00069"
GRMZM2G046733	PF04398
GRMZM2G046743	PF01490
GRMZM2G046748	"PF02729,PF00185"
GRMZM2G046750	PF14368
GRMZM2G046753	PF05699
GRMZM2G046755	PF03159
GRMZM2G046776	PF00806
GRMZM2G046782	PF02893
GRMZM2G046804	"PF00044,PF02800"
GRMZM2G046816	"PF00646,PF01167"
GRMZM2G046824	PF04970
GRMZM2G046829	PF09011
GRMZM2G046841	PF00125
GRMZM2G046846	"PF11961,PF05003"
GRMZM2G046848	"PF04564,PF00069"
GRMZM2G046849	PF05542
GRMZM2G046861	PF07227
GRMZM2G046877	PF05691
GRMZM2G046885	"PF01486,PF00319"
GRMZM2G046888	"PF13041,PF14432,PF01535"
GRMZM2G046894	PF00160
GRMZM2G046900	PF03959
GRMZM2G046916	"PF08799,PF02840"
GRMZM2G046919	"PF13041,PF01535"
GRMZM2G046924	PF00132
GRMZM2G046932	"PF14497,PF03950,PF00749"
GRMZM2G046947	PF01535
GRMZM2G046952	PF02893
GRMZM2G046966	PF00117
GRMZM2G046968	PF00642
GRMZM2G046994	PF00201
GRMZM2G047018	PF03660
GRMZM2G047019	PF04857
GRMZM2G047028	PF00162
GRMZM2G047038	"PF00569,PF00249,PF04433,PF16495"
GRMZM2G047055	PF00022
GRMZM2G047093	"PF00515,PF12569"
GRMZM2G047095	PF00762
GRMZM2G047097	"PF14852,PF14853"
GRMZM2G047104	PF16719
GRMZM2G047119	PF01061
GRMZM2G047129	PF00657
GRMZM2G047139	PF00657
GRMZM2G047143	PF02301
GRMZM2G047152	PF00931
GRMZM2G047153	"PF00226,PF01556"
GRMZM2G047161	PF07572
GRMZM2G047164	PF08555
GRMZM2G047167	"PF17123,PF00092,PF14624"
GRMZM2G047175	PF05180
GRMZM2G047178	PF04652
GRMZM2G047187	PF07690
GRMZM2G047208	PF02298
GRMZM2G047214	PF05021
GRMZM2G047219	PF13460
GRMZM2G047223	PF00566
GRMZM2G047238	PF02815
GRMZM2G047262	PF06414
GRMZM2G047265	PF01868
GRMZM2G047274	PF00656
GRMZM2G047292	PF05691
GRMZM2G047298	"PF14416,PF13839"
GRMZM2G047299	PF03650
GRMZM2G047310	PF00626
GRMZM2G047316	"PF00628,PF12165"
GRMZM2G047319	"PF05922,PF02225,PF00082"
GRMZM2G047341	PF03248
GRMZM2G047347	PF01063
GRMZM2G047365	PF14360
GRMZM2G047368	PF00230
GRMZM2G047370	PF13837
GRMZM2G047372	PF01956
GRMZM2G047376	PF00481
GRMZM2G047384	PF03352
GRMZM2G047404	PF03151
GRMZM2G047409	PF00301
GRMZM2G047412	PF08234
GRMZM2G047414	PF12708
GRMZM2G047431	PF00996
GRMZM2G047434	PF00183
GRMZM2G047448	PF00046
GRMZM2G047456	PF00141
GRMZM2G047457	PF00153
GRMZM2G047474	PF07534
GRMZM2G047476	"PF00137,PF00276"
GRMZM2G047479	"PF13499,PF00069"
GRMZM2G047486	"PF13499,PF07714"
GRMZM2G047509	PF07047
GRMZM2G047513	PF00338
GRMZM2G047533	PF04083
GRMZM2G047546	"PF05761,PF00069,PF03999"
GRMZM2G047564	PF16113
GRMZM2G047572	PF04484
GRMZM2G047575	PF03357
GRMZM2G047588	PF00069
GRMZM2G047590	PF00639
GRMZM2G047592	PF01263
GRMZM2G047600	PF00249
GRMZM2G047613	PF12697
GRMZM2G047616	PF02386
GRMZM2G047626	PF00249
GRMZM2G047637	"PF02984,PF00134"
GRMZM2G047652	PF00931
GRMZM2G047656	PF00141
GRMZM2G047659	PF00900
GRMZM2G047677	PF10604
GRMZM2G047681	PF05794
GRMZM2G047684	PF00067
GRMZM2G047695	PF09273
GRMZM2G047705	PF07264
GRMZM2G047713	"PF00161,PF00652"
GRMZM2G047715	"PF02183,PF00046"
GRMZM2G047720	PF14159
GRMZM2G047727	"PF11976,PF01020"
GRMZM2G047732	"PF11976,PF01599"
GRMZM2G047762	PF02535
GRMZM2G047774	"PF00571,PF16561"
GRMZM2G047777	"PF08268,PF00646"
GRMZM2G047781	PF11712
GRMZM2G047793	PF00226
GRMZM2G047800	PF13561
GRMZM2G047813	"PF00125,PF16211"
GRMZM2G047815	PF10181
GRMZM2G047835	PF00999
GRMZM2G047843	PF00682
GRMZM2G047851	PF09079
GRMZM2G047855	PF07714
GRMZM2G047860	PF03134
GRMZM2G047867	PF12847
GRMZM2G047875	PF00999
GRMZM2G047889	"PF12171,PF00226"
GRMZM2G047894	PF02383
GRMZM2G047905	PF02195
GRMZM2G047910	PF00201
GRMZM2G047918	PF00847
GRMZM2G047941	"PF14416,PF13839"
GRMZM2G047949	"PF00271,PF00270,PF08148,PF13234"
GRMZM2G047954	PF01789
GRMZM2G047957	PF00076
GRMZM2G047961	PF04535
GRMZM2G047968	PF00141
GRMZM2G047971	PF01655
GRMZM2G047995	PF01764
GRMZM2G047999	PF00847
GRMZM2G048008	PF01501
GRMZM2G048010	PF03016
GRMZM2G048012	"PF04557,PF04558,PF03950,PF00749"
GRMZM2G048013	PF02238
GRMZM2G048033	PF14432
GRMZM2G048041	PF13012
GRMZM2G048045	PF00400
GRMZM2G048047	PF00013
GRMZM2G048059	PF08417
GRMZM2G048067	"PF13646,PF14538"
GRMZM2G048073	PF00657
GRMZM2G048085	PF00581
GRMZM2G048092	PF03473
GRMZM2G048117	PF05832
GRMZM2G048121	PF00248
GRMZM2G048129	PF07712
GRMZM2G048131	PF02309
GRMZM2G048136	PF00249
GRMZM2G048140	PF04788
GRMZM2G048150	PF04367
GRMZM2G048154	PF13912
GRMZM2G048161	PF14543
GRMZM2G048165	PF00759
GRMZM2G048175	PF01190
GRMZM2G048192	PF00651
GRMZM2G048194	PF01476
GRMZM2G048200	PF00657
GRMZM2G048205	"PF13833,PF03372"
GRMZM2G048210	PF00069
GRMZM2G048243	"PF07714,PF14381"
GRMZM2G048257	PF13917
GRMZM2G048274	"PF05641,PF05266"
GRMZM2G048277	PF13616
GRMZM2G048281	PF00651
GRMZM2G048291	PF00025
GRMZM2G048294	"PF13855,PF00069"
GRMZM2G048295	PF00249
GRMZM2G048313	PF00111
GRMZM2G048324	"PF07649,PF13905"
GRMZM2G048335	PF16486
GRMZM2G048353	PF00304
GRMZM2G048363	PF07690
GRMZM2G048371	"PF03952,PF00113"
GRMZM2G048375	"PF02018,PF00331"
GRMZM2G048392	PF11955
GRMZM2G048403	"PF00249,PF00501"
GRMZM2G048430	PF04043
GRMZM2G048434	PF03151
GRMZM2G048435	PF12014
GRMZM2G048450	PF03106
GRMZM2G048455	PF06293
GRMZM2G048458	PF00657
GRMZM2G048472	PF01040
GRMZM2G048474	PF00141
GRMZM2G048475	"PF08603,PF01213"
GRMZM2G048494	PF04004
GRMZM2G048497	"PF00288,PF08544"
GRMZM2G048522	PF00501
GRMZM2G048548	PF12070
GRMZM2G048549	PF13202
GRMZM2G048551	"PF00098,PF00076"
GRMZM2G048557	PF00831
GRMZM2G048559	PF01476
GRMZM2G048561	"PF13833,PF01553"
GRMZM2G048582	"PF00564,PF02042"
GRMZM2G048584	PF00076
GRMZM2G048591	PF02190
GRMZM2G048611	"PF09320,PF00226"
GRMZM2G048616	PF03060
GRMZM2G048619	PF00171
GRMZM2G048621	PF00847
GRMZM2G048635	PF00069
GRMZM2G048644	PF04424
GRMZM2G048651	PF08263
GRMZM2G048672	PF01187
GRMZM2G048680	PF01803
GRMZM2G048697	PF04398
GRMZM2G048703	PF01652
GRMZM2G048733	PF10604
GRMZM2G048740	"PF00132,PF06426"
GRMZM2G048762	PF06728
GRMZM2G048763	PF00191
GRMZM2G048775	PF00141
GRMZM2G048791	PF08224
GRMZM2G048800	PF00400
GRMZM2G048801	"PF08263,PF00560,PF13855,PF00069"
GRMZM2G048804	PF04190
GRMZM2G048806	PF05701
GRMZM2G048819	"PF00570,PF01612"
GRMZM2G048821	PF00265
GRMZM2G048826	PF02365
GRMZM2G048836	"PF00004,PF01434"
GRMZM2G048843	PF02582
GRMZM2G048846	PF13499
GRMZM2G048850	PF00320
GRMZM2G048883	"PF13371,PF07719"
GRMZM2G048904	PF00657
GRMZM2G048907	PF00231
GRMZM2G048910	PF00249
GRMZM2G048912	"PF04578,PF13968"
GRMZM2G048919	PF07647
GRMZM2G048926	PF07002
GRMZM2G048944	PF00557
GRMZM2G048955	PF00854
GRMZM2G048962	PF00657
GRMZM2G048987	"PF04434,PF03101,PF10551"
GRMZM2G049013	PF01423
GRMZM2G049021	PF00857
GRMZM2G049025	PF10584
GRMZM2G049031	PF03381
GRMZM2G049041	PF02099
GRMZM2G049055	PF08477
GRMZM2G049057	PF00314
GRMZM2G049068	PF07762
GRMZM2G049070	PF13639
GRMZM2G049076	"PF05116,PF00534"
GRMZM2G049088	"PF00433,PF07714,PF00069"
GRMZM2G049091	PF02270
GRMZM2G049109	PF07714
GRMZM2G049127	PF01603
GRMZM2G049141	PF00632
GRMZM2G049151	PF04520
GRMZM2G049155	PF03735
GRMZM2G049159	PF03514
GRMZM2G049168	PF00271
GRMZM2G049185	PF13704
GRMZM2G049188	PF00004
GRMZM2G049190	"PF13579,PF00534"
GRMZM2G049194	PF00249
GRMZM2G049211	PF02225
GRMZM2G049229	"PF00010,PF14215"
GRMZM2G049238	PF03169
GRMZM2G049269	PF03141
GRMZM2G049281	PF00450
GRMZM2G049288	"PF00226,PF14237"
GRMZM2G049296	"PF13857,PF01363"
GRMZM2G049318	PF03018
GRMZM2G049322	"PF14383,PF12552"
GRMZM2G049329	"PF01909,PF04926,PF04928"
GRMZM2G049340	PF13398
GRMZM2G049342	"PF08771,PF00454,PF02259"
GRMZM2G049346	"PF14369,PF13639"
GRMZM2G049347	"PF17047,PF00168"
GRMZM2G049351	"PF00664,PF00005"
GRMZM2G049364	"PF00646,PF08268"
GRMZM2G049368	PF13967
GRMZM2G049370	PF00301
GRMZM2G049372	PF07690
GRMZM2G049373	"PF00226,PF01556"
GRMZM2G049378	PF00249
GRMZM2G049382	PF05903
GRMZM2G049390	PF01920
GRMZM2G049398	PF05047
GRMZM2G049416	PF00297
GRMZM2G049418	"PF14226,PF03171"
GRMZM2G049422	PF00335
GRMZM2G049424	PF00067
GRMZM2G049429	PF04845
GRMZM2G049432	PF00301
GRMZM2G049447	PF01148
GRMZM2G049464	PF02485
GRMZM2G049484	"PF13579,PF13692"
GRMZM2G049495	"PF12796,PF00887"
GRMZM2G049510	PF07765
GRMZM2G049525	"PF00400,PF00160"
GRMZM2G049536	PF05916
GRMZM2G049538	"PF01397,PF03936"
GRMZM2G049541	PF07714
GRMZM2G049547	PF02163
GRMZM2G049549	"PF12546,PF00875,PF03441"
GRMZM2G049568	PF13423
GRMZM2G049581	PF01293
GRMZM2G049588	"PF00795,PF02540"
GRMZM2G049608	"PF13947,PF00069,PF07714"
GRMZM2G049609	PF03208
GRMZM2G049613	"PF04783,PF04782"
GRMZM2G049623	PF00806
GRMZM2G049641	PF10291
GRMZM2G049660	PF07714
GRMZM2G049661	PF03145
GRMZM2G049672	PF13176
GRMZM2G049675	PF00135
GRMZM2G049681	PF02861
GRMZM2G049686	PF00010
GRMZM2G049691	PF07714
GRMZM2G049693	"PF07731,PF07732,PF00394"
GRMZM2G049695	PF00249
GRMZM2G049714	PF03986
GRMZM2G049716	PF16910
GRMZM2G049726	PF05664
GRMZM2G049730	PF00583
GRMZM2G049735	PF01496
GRMZM2G049755	"PF12854,PF13041,PF01535"
GRMZM2G049767	PF00011
GRMZM2G049781	PF00403
GRMZM2G049790	PF12734
GRMZM2G049798	PF00201
GRMZM2G049811	"PF00389,PF02826"
GRMZM2G049839	"PF00627,PF13650,PF00240"
GRMZM2G049841	PF00319
GRMZM2G049849	PF10408
GRMZM2G049852	PF01554
GRMZM2G049866	"PF14259,PF00076"
GRMZM2G049877	"PF00005,PF01061"
GRMZM2G049879	PF00067
GRMZM2G049882	"PF08246,PF00112"
GRMZM2G049888	"PF13812,PF13041,PF01535"
GRMZM2G049892	PF07722
GRMZM2G049895	"PF00059,PF07714"
GRMZM2G049902	"PF14559,PF06424"
GRMZM2G049906	PF00069
GRMZM2G049912	PF04601
GRMZM2G049930	PF07883
GRMZM2G049942	PF09409
GRMZM2G050003	PF03219
GRMZM2G050011	PF03986
GRMZM2G050043	"PF08646,PF16900"
GRMZM2G050072	PF02458
GRMZM2G050076	PF01370
GRMZM2G050077	"PF06415,PF01676"
GRMZM2G050080	PF02519
GRMZM2G050085	PF00564
GRMZM2G050089	PF03547
GRMZM2G050108	PF03059
GRMZM2G050126	PF07160
GRMZM2G050131	PF07468
GRMZM2G050137	PF00583
GRMZM2G050159	"PF03188,PF04526"
GRMZM2G050166	PF08045
GRMZM2G050172	PF13328
GRMZM2G050177	PF05691
GRMZM2G050186	"PF00004,PF10431"
GRMZM2G050193	"PF17047,PF00168"
GRMZM2G050201	PF03767
GRMZM2G050216	PF13639
GRMZM2G050218	PF00076
GRMZM2G050234	"PF14226,PF03171"
GRMZM2G050268	PF13414
GRMZM2G050270	PF02458
GRMZM2G050273	PF05691
GRMZM2G050275	PF14303
GRMZM2G050286	PF06376
GRMZM2G050305	PF00249
GRMZM2G050307	PF03492
GRMZM2G050309	"PF02493,PF01504"
GRMZM2G050321	PF03492
GRMZM2G050325	PF02567
GRMZM2G050329	"PF03105,PF07690"
GRMZM2G050333	PF09740
GRMZM2G050364	"PF14541,PF14543"
GRMZM2G050371	"PF02729,PF00185"
GRMZM2G050394	PF00153
GRMZM2G050407	PF07800
GRMZM2G050412	"PF03018,PF01419"
GRMZM2G050427	"PF07714,PF00069"
GRMZM2G050450	PF02458
GRMZM2G050460	PF01248
GRMZM2G050467	"PF10584,PF00227"
GRMZM2G050481	PF00266
GRMZM2G050484	PF02535
GRMZM2G050485	"PF12854,PF13041,PF01535"
GRMZM2G050495	"PF00628,PF12165"
GRMZM2G050501	"PF08154,PF00400"
GRMZM2G050512	PF00481
GRMZM2G050514	"PF03951,PF00120"
GRMZM2G050536	PF00069
GRMZM2G050548	"PF08263,PF00069"
GRMZM2G050550	PF00249
GRMZM2G050553	PF13499
GRMZM2G050556	PF07651
GRMZM2G050561	"PF04782,PF00133,PF03006"
